
 ne1rooo2,     1111,        <Channel name: shadowkekw>,       2024-11-07 09:06:21.887991 

 ne1rooo2,     211121,        <Channel name: shadowkekw>,       2024-11-07 09:06:24.365594 

 ne1rooo2,     66468,        <Channel name: shadowkekw>,       2024-11-07 09:06:27.333404 

 ne1rooo2,     8686865,        <Channel name: shadowkekw>,       2024-11-07 09:06:29.082391 

 ne1rooo2,     2342356,        <Channel name: shadowkekw>,       2024-11-07 09:06:30.885748 

 ne1rooo2,     4673333383868,        <Channel name: shadowkekw>,       2024-11-07 09:06:34.038165 

 ne1rooo2,     5324262,        <Channel name: shadowkekw>,       2024-11-07 09:06:36.235407 

 ne1rooo2,     65344656,        <Channel name: shadowkekw>,       2024-11-07 09:06:40.333579 

 ne1rooo2,     756756756,        <Channel name: shadowkekw>,       2024-11-07 09:06:43.022627 

 ne1rooo2,     3777555373737,        <Channel name: shadowkekw>,       2024-11-07 09:06:47.134078 

 ne1rooo2,     444444444444444444444444444444444444444444,        <Channel name: shadowkekw>,       2024-11-07 09:06:50.896108 
